Instance,Submission Date,Submitter,Lat,Long,UniqueCode,District,14273350|Interviewee,School_Name,14273351|What kind of public institution is this?,Category,Type,14283355|Photo of Water Point,Improved_Water,14274381|What is the type of the water point/system?,14282353|What is the type of the water point?,14276355|Does the public institution have its own water point or does it share one with the community?,14274384|How many student/patients/patrons/staff use this water point/system?,14281365|Do any other community members use this water point/system?,14279375|How many additional community members use this water point/system?,14278375|What year was the water point/system constructed or rehabilitated?,14286350|Is the water point part of a Water For People supported project?,14275349|What role did Water For People play?,Enough_Water,14282355|Why doesn't the source provide enough water every day?,14283361|What months are there shortages?,14286354|How many hours a day is water available?,14277350|Is any water treatment done at the water point/system?,14280335|What water treatment is being done?,14282359|Has the water system been down for more than 1 day in the last 30 days (except for routine maintenance)?,14281370|How many days did it take to get it repaired?,14276364|Why was the system down for more than 1 day?,14273360|Have any major repairs been completed on the point/system in the past year?,14274390|What was repaired/replaced?,14275352|How much did the repairs cost?,14273361|Are there any current problems with the system that require attention?,14284364|What is the current problem?,14285366|Is water available from the system on the day of the visit?,14282364|Why isn't water available from the system on the day of the visit?,14276370|Was the Residual Chlorine within the permissible limit?,14285370|Residual Chlorine,14286366|Does the quantity of water available on the day of the visit meet government standards?,14237503|Why is there an inadequate amount of water?,14280345|Where does the money come from to operate and maintain the water point/system?,14281378|Photo of Sanitation Technology,14274397|Does the public institution have an improved sanitation facility?,14281379|What is the type of the improved sanitation technology?,14278388|What type of unimproved sanitation does the public institution use?,14273370|In what year was the sanitation technology implemented?,14278389|How many latrines are there for girls?,14276373|How many urinals are there for girls?,14237506|How many latrines are there for boys?,14273371|How many urinals are there for boys?,14281380|How many unisex latrines are there?,14279392|Is there evidence that the latrines are being used?,Funtioning_Optimally,14275367|What are the current problems?,Clean,Water_available,Soap_Available,14286373|When do you wash your hands with soap or other cleansing agent?,14281382|Is this a secondary school?,14284374|Is there any changing room attached with the sanitation block?,14286375|Is there any incinerator attached with the changing room?,Sanitary_Napkin,14274402|Is there utensil washing station available?,14277363|Is there any bathing enclosure in the toilet block or school?
20243426,24-08-2013 11:25:59 UTC,Padma. Sabuj Sangha,21.95073811,88.37826454,s0eibcli,South 24 Parganas,Ashis Roy,Digambarpur E.N.C.Highschool,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3680625305290.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,772,No,,2013,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3802811065789.jpg,Yes,Flush Toilet,,2009,3,5,2,5,0,Yes,No,,No,Yes,Yes,After Defecating|Before Eating,Yes,Yes,Yes,Yes,No,Yes
19971388,07-09-2013 04:49:33 UTC,SARBODAY SANGHA,21.94250309,87.86147761,s00wbhqu,East Medinipur,Tapas Kumar Das,Hijli Gopichak High School,School|Government Building,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto48132108655288.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,2591,No,,2009,Yes,Technical Advice|Finance,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto48341883130387.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2009,3,6,2,8,0,Yes,No,,No,Yes,Yes,Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20694741,10-09-2013 16:12:51 UTC,null,22.91734991,88.78566743,t8t3s4og,North 24 Parganas,Korban Ali,Rajballavpur High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2560291169672.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,2500,No,,2007,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3081766908200.jpg,Yes,Pour Flush Latrine,,2007,2,2,0,5,0,Yes,Yes,No Water to Flush Latrine|very unhygienic condition in case of boys toiley.,Yes,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,No,,,,No,
20700424,13-09-2013 10:01:00 UTC,null,22.98151026,88.66003719,tbr8aolk,Nadia,SAMIR KR PRAMANICK,NIMTALA RANGESWAR HIGH SCHOOL,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2514616864386.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1100,No,,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2283107159796.jpg,Yes,Pour Flush Latrine,,2008,2,7,2,9,0,Yes,No,,No,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
19668074,23-08-2013 09:12:23 UTC,Denise Kahofer  Xylem,22.79331737,88.57326042,t33zcqzo,North 24 Parganas,Subhra Roy,Bira Ballavpara Santipipasa Balika Vidyalaya High Secondary School,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3035144500763.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1496,No,,2012,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2276469818146.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2012,5,15,0,0,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating|After handling dirty things,Yes,Yes,Yes,Yes,Yes,No
20117516,11-09-2013 10:12:15 UTC,Manikjore,22.02221246,87.6461545,s3oq1n1p,East Medinipur,Pratap Kumar Jana.,Panchagram Siksha Niketan.,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1495015790251.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,620,No,,2010,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,Yes,Pipe Line,2600,Yes,Power Problem,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1462465832974.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2010,3,3,3,6,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom|H_daline of Patent,Yes,Yes,Yes,Yes,No,Yes
20694893,27-09-2013 05:40:11 UTC,null,23.08106382,88.67449976,tgbv8vvc,Nadia,Bablu Chandra Das,Balia High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2522438842784.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,3000,No,,2007,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,No,Watet not sufficient for all students,,,Yes,Filtration,No,,,Yes,washer change,200,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2597329956065.jpg,Yes,Pour Flush Latrine,,2008,4,12,2,10,0,Yes,Yes,Some parts are broken,Yes,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20482609,04-09-2013 07:36:37 UTC,SSDC-SUDIPTA,21.80337216,88.28937619,rtmsvpjh,South 24 Parganas,Chakradhar Bera,Paschim Surendranagar Adarsha Banipith,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto14633916307721.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,1500,Yes,50,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto14599094316752.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2008,5,5,7,4,0,Yes,No,,No,Yes,Yes,After Defecating|Before Eating,No,,,,Yes,
20703825,30-09-2013 16:42:46 UTC,BESU,23.06974363,88.52546796,tft5a5xi,Nadia,Haraproshad Maitra,Chakdah Bapuji Vidyamondir,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2383790100329.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1500,Yes,200,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,Don't Know,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2536165924303.jpg,Yes,Pour Flush Latrine,,2006,1,2,2,6,0,Yes,Cannot Access Latrine,,Yes,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,No,No,No,No,No
20107293,20-08-2013 07:58:01 UTC,test,22.00037147,87.82692437,s2olqz99,East Medinipur,Swapan Kumar Das,Begunabari High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1967257368887.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,898,No,,2012,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1892592207755.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2012,2,4,2,6,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,Yes
39810386,28-01-2014 08:06:58 UTC,Sarboday-Sutahata,22.16167488,88.07123844,sa3d4wso,East Medinipur,Ramprasad Das,Simulberia Jogendra Vidyapith,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1719675629718.jpg,Yes,Mark II,,Has its own water point/system,1150,Yes,500,2004,No,,No,Irregular Supply|Low Water Pressure|Seasonal Shortages,April|May,,No,,Yes,7,Lack of Money|No Plumber/No one knows how to fix|Parts Not Available,Yes,pipe,4000,Don't Know,,Yes,,Not Applicable,,No,Irregular Supply,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1789119935138.jpg,Yes,Pour Flush Latrine|Pour  Flush Toilet with Septic Tank,,2004,3,2,2,6,0,Yes,Yes,No Water to Flush Latrine|Structural Problems,Yes,No,No,Before Cooking|Before Eating,Yes,No,No,No,No,No
20726234,07-08-2011 21:51:50 UTC,samaresh,21.68381482,88.06866215,ro52l372,South 24 Parganas,Gita Rani Das Shee,Natendrapur Ramkrishna FP School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1277258178540.jpg,Yes,Mark II,,Has its own water point/system,136,No,,2008,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1217740722485.jpg,Yes,Improved Pit Latrine,,2010,1,1,1,1,0,Yes,No,,No,Yes,Yes,After Defecating|Before Eating,No,,,,Yes,
20624413,10-09-2013 09:54:48 UTC,ss sagar samir maity,21.80708002,88.10374843,rtsxrhjh,South 24 Parganas,abharam bera,mandirtala akshaya vidyapith,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2129662018100.jpg,Yes,Mark II,,Has its own water point/system,750,Yes,50,2004,No,,No,Don't Know,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2428769836704.jpg,Yes,Improved Pit Latrine,,2009,3,0,0,6,0,Yes,Yes,No Water to Flush Latrine|Structural Problems,No,No,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock,Yes,No,No,No,No,No
20712749,19-02-2011 21:15:09 UTC,ss sagar sajal,21.81254067,88.16386861,ru1yu6au,South 24 Parganas,sunil kumar mandal,sikrpur fp school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1679870849621.jpg,Yes,PHE 6 Handpump,,Shares the community water point/system,144,Yes,300,1990,No,,No,Irregular Supply|Low Water Pressure,,,No,,No,,,No,,,Yes,Low Water Flow,Yes,,Not Applicable,,Yes,,Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1379445007336.jpg,Yes,Improved Pit Latrine,,2010,1,2,2,2,0,Yes,Yes,No Water to Flush Latrine,Yes,No,Yes,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,Yes,
20495038,10-01-1980 09:05:12 UTC,null,21.86488672,88.36746644,rwgj104a,South 24 Parganas,Pradib kmar Bara,Raj Rajeswarpur,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto18913722957466.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,65,Yes,35,2003,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto18835307277534.jpg,Yes,Pour Flush Latrine,,2003,35,35,29,29,2,Yes,No,,No,Yes,Yes,After Eating,No,,,,No,
20624412,10-09-2013 08:25:50 UTC,null,21.82938778,88.12461092,ruttg4pq,South 24 Parganas,shyamsundar nemo,bamankhali m.p.p.high school,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto8551693420725.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,1626,No,,1986,No,,Yes,,,,No,,Yes,30,Lack of Money|Parts Not Available,No,,,Yes,Broken Parts,No,System is Broken|System is Down for Maintenance or Repair,Not Applicable,,,,School Budget|Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto8145154998966.jpg,Yes,Improved Pit Latrine,,2011,3,14,2,11,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock,Yes,Yes,Yes,Yes,Yes,No
20223935,31-08-2013 07:18:51 UTC,Ashok. Sabuj Sangha,21.83491515,88.45427675,rv2yowse,South 24 Parganas,Sumitra Maity,Lakshmijanardanpur F.P School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1887489593521.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,185,No,,2003,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2042094757096.jpg,Yes,Pour Flush Latrine,,2007,1,1,1,1,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,No,,,,No,
20235774,10-09-2013 08:56:11 UTC,null,21.7855401,87.62417674,rstbbosx,East Medinipur,Sthitadhi Das,Satmile High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto196073089606.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1669,No,,2010,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto422043579108.jpg,Yes,Pour Flush Latrine|Pour  Flush Toilet with Septic Tank,,2010,2,10,2,11,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20221699,25-08-2013 04:56:28 UTC,Ashok. Sabuj Sangha,21.85401079,88.46491439,rvyjuuax,South 24 Parganas,Sunil Das,D.K.Nagar bishalakshmi F P school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto436794799987.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,113,No,,2007,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto566920837765.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2009,1,1,0,1,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,No,,,,No,
19502112,22-08-2013 13:20:52 UTC,Bill,21.93013044,87.87556115,rzgfuajn,East Medinipur,ashu kumar maiti,feulpota mstangini vidyapith,School,Boys,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto98267709452339.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,400,No,,2012,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance|monitoring,Yes,,,,Yes,cleaning with lemon,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto97979498057076.jpg,Yes,Pour Flush Latrine,,2012,0,0,2,4,0,No,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,Yes,No,No,,Yes,No
20723786,07-03-2011 21:44:49 UTC,null,21.78302746,88.1301145,rsp5ak9h,South 24 Parganas,mahetos das,mahendragunj high school,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2371430786274.jpg,Yes,Mark II,,Has its own water point/system,1255,Yes,100,2011,No,,Yes,,,,No,,No,,,No,,,Yes,Poor Water Quality,Yes,,Not Applicable,,No,Long Down Times,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1545184326236.jpg,Yes,Improved Pit Latrine,,2011,3,4,3,4,0,Yes,Yes,No Water to Flush Latrine,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,Yes,Yes,Yes,Yes,No,Yes
20700501,17-09-2013 07:17:44 UTC,BESUS,22.89265778,88.74447269,t7o9svro,North 24 Parganas,JAYASHREE MAJUMDAR,GOBARDANGA ICHAPUR MNGS BALIKA VIDYALAYA,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3678058084274.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,415,No,,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3743795480515.jpg,Yes,Pour Flush Latrine,,2009,2,7,0,0,0,Yes,No,,No,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20700601,20-09-2013 12:33:01 UTC,null,23.1669676,88.68114654,tk9xiecb,Nadia,UTTAM KUMAR BISWAS,SARISHADANGA Dr SHYAMAPROSAD HIGH SCHOOL,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1749554638827.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,2296,Yes,200,2010,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1856156170812.jpg,Yes,Pour Flush Latrine,,2010,2,9,2,7,0,Yes,Yes,NUMBER OF TOILET BLOCKS NOT AT ALL SUFFICIENT FOR ALL THE GIRLS SO THERE IS AN URGENT NEED FOR MORE TOILET BLOCKS,No,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20696331,30-09-2013 17:04:52 UTC,null,22.93419235,88.73671637,t9kyzimf,North 24 Parganas,DEBA PRASAD SARKAR,GAIGHATA HIGH SCHOOL,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1487971936854.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1753,No,,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,No,According to school authority they dont need the filter anymore,,,No,,Yes,0,the school authority is not willing to maintain and repair the ARU,No,,,Yes,No more requirement of filter,No,The system is no more used.,Not Applicable,,,,no maintenance is being done,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1735143415122.jpg,Yes,Pour Flush Latrine,,2008,2,6,3,8,0,Yes,Yes,No Water to Flush Latrine|Structural Problems|toilet block is not cleaned thus emitting foul smell,Yes,No,No,After Defecating|After Eating,Yes,Yes,Yes,Yes,No,No
19971257,05-09-2013 11:18:01 UTC,SARBODAY SANGHA,21.981581,87.81811743,s1tj1hid,East Medinipur,Somesh Das,Belechatta Upendra Smriti Vidyapith,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto7491406415462.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,541,No,,2009,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto6062109296317.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2009,3,4,3,5,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,Yes,Yes,Yes,Yes,No,Yes
19635198,26-08-2013 08:01:22 UTC,Cecilia,21.78851652,88.13432442,rsy85jen,South 24 Parganas,Tarun Kumar Patra,Mahendragunj Nagendragunj F.P School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1427413891859.jpg,Yes,Mark II,,Has its own water point/system,120,Yes,150,2005,No,,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1904586407768.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2012,2,1,1,2,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,No,,,,No,
20109458,14-09-2013 09:42:08 UTC,Manikjore,21.97582638,87.55726816,s1k03r1w,East Medinipur,Prasanta Acharya.,Chandanpur Ananda Institued,School,Co-education,Non-Primary,,Yes,Gravity Fed System with Pump,,Has its own water point/system,1332,No,,2007,No,,Yes,,,,No,,No,,,Yes,Submersible pump,2200,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto7742300309310.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2010,2,4,2,6,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After playing,Yes,Yes,Yes,Yes,No,Yes
20503804,09-01-1980 06:37:59 UTC,SSDC-SUDIPTA,21.83734438,88.37549043,rv6zd86i,South 24 Parganas,Samaras Das,Debichak FPSchool,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto8703665389662.jpg,Yes,Mark II,,Shares the community water point/system,72,Yes,38,1996,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto9833526961922.jpg,Yes,Pour Flush Latrine,,2010,35,35,37,37,2,Yes,No,,No,Yes,Yes,After Eating,No,,,,No,
20236843,13-09-2013 08:16:39 UTC,Council For Rural Welfare,21.73940722,87.69316478,rqp09o5f,East Medinipur,Bikash Chandra Maiti,Mahisagote Sahid Smriti Vidyamandir,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto232201934823.jpg,Yes,PHE Supply,,Has its own water point/system,795,No,,2010,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto339522674788.jpg,Yes,Pour Flush Latrine|Pour  Flush Toilet with Septic Tank,,2013,2,7,2,8,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20695249,06-08-2011 00:20:08 UTC,samaresh,21.67747742,88.08783248,rnul49ta,South 24 Parganas,Bhyagadhar Mandal,Sagar Mahamuni Kapil Bidyamandir,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1127435516363.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,400,No,,2011,Yes,Finance,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1227440093999.jpg,Yes,Improved Pit Latrine,,2010,2,5,2,6,0,Yes,No,,No,Yes,Yes,After Defecating|Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20730194,05-08-2011 20:16:43 UTC,samaresh,21.66315664,88.12493419,rn6wjjtt,South 24 Parganas,Asok kumar Dinda,Chemagari Rasmoni FP School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1119552032717.jpg,Yes,PHE 6 Handpump,,Shares the community water point/system,145,Yes,250,2011,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1070224792726.jpg,Yes,Improved Pit Latrine,,2010,0,1,1,1,0,Yes,Yes,Structural Problems,No,Yes,Yes,After Defecating|Before Eating,No,,,,Yes,
20632146,13-09-2013 08:02:33 UTC,ss sagar samir maity,21.77406308,88.09330356,rsabu5yd,South 24 Parganas,subhrangsusekhar samanta,krishnanagar j.r basic school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto19615595586353.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,200,No,,2012,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto19638366063647.jpg,Yes,Improved Pit Latrine,,2013,1,1,1,2,0,Yes,Yes,Structural Problems,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20117285,29-08-2013 09:45:38 UTC,SARBODAY SANGHA,21.95696866,87.88973688,s0ot8apd,East Medinipur,Bishnupada Jana,Jahanabad Thakurchak S S S Mandir,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto31785412017483.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,364,No,,2011,Yes,Technical Advice,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto31854497008939.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2011,2,5,2,5,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,Yes
20619660,12-09-2013 09:28:48 UTC,null,21.78907582,88.10381604,rsz5ht1q,South 24 Parganas,sachi rani ghorai .bera,krishnanagar gandhi sebasadan f.p school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto39995144111760.jpg,Yes,Mark II,,Has its own water point/system,210,Yes,260,2002,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto39930181343204.jpg,Yes,Improved Pit Latrine,,2006,1,2,1,4,0,Yes,No,,Yes,No,No,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,Yes,
